left
218
0.00002,0.005,0.496,49.634,0.000,0.010,0.000,1.219
0.00007,0.004,-0.055,-55.183,0.000,0.010,0.000,1.219
0.00029,0.022,1.793,184.817,0.000,0.010,0.000,1.219
0.00069,0.040,1.737,-5.548,0.000,0.010,0.001,1.219
0.00131,0.062,2.234,49.634,0.000,0.010,0.001,1.219
0.00220,0.089,2.730,49.634,0.000,0.010,0.002,1.219
0.00342,0.122,3.226,49.634,0.000,0.010,0.003,1.219
0.00501,0.159,3.723,49.634,0.000,0.010,0.005,1.219
0.00702,0.201,4.219,49.634,0.000,0.010,0.007,1.219
0.00950,0.248,4.715,49.634,0.000,0.010,0.009,1.219
0.01250,0.300,5.212,49.634,0.000,0.010,0.012,1.219
0.01608,0.357,5.708,49.634,0.000,0.010,0.016,1.219
0.02027,0.419,6.204,49.634,0.000,0.010,0.020,1.219
0.02513,0.486,6.701,49.634,0.000,0.010,0.025,1.219
0.03072,0.558,7.197,49.634,0.000,0.010,0.031,1.219
0.03707,0.635,7.693,49.634,0.000,0.010,0.037,1.219
0.04422,0.715,7.942,24.817,0.000,0.010,0.044,1.219
0.05216,0.794,7.942,-0.000,0.000,0.010,0.052,1.219
0.06090,0.874,7.942,0.000,0.000,0.010,0.061,1.219
0.07043,0.953,7.942,0.000,0.000,0.010,0.070,1.219
0.08075,1.032,7.942,-0.000,0.000,0.010,0.081,1.219
0.09187,1.112,7.942,0.000,0.000,0.010,0.092,1.219
0.10378,1.191,7.942,-0.000,0.000,0.010,0.104,1.219
0.11649,1.271,7.942,0.000,0.000,0.010,0.116,1.219
0.12999,1.350,7.942,0.000,0.000,0.010,0.130,1.219
0.14428,1.429,7.942,0.000,0.000,0.010,0.144,1.219
0.15937,1.509,7.942,-0.000,0.000,0.010,0.159,1.219
0.17525,1.588,7.942,0.000,0.000,0.010,0.175,1.219
0.19193,1.668,7.942,0.000,0.000,0.010,0.192,1.219
0.20940,1.747,7.942,-0.000,0.000,0.010,0.209,1.219
0.22767,1.827,7.942,0.000,0.000,0.010,0.228,1.219
0.24673,1.906,7.942,-0.000,0.000,0.010,0.247,1.219
0.26658,1.985,7.942,-0.000,0.000,0.010,0.267,1.219
0.28723,2.065,7.942,0.000,0.000,0.010,0.287,1.219
0.30867,2.144,7.942,0.000,0.000,0.010,0.309,1.219
0.33091,2.224,7.942,-0.000,0.000,0.010,0.331,1.219
0.35394,2.303,7.942,0.000,0.000,0.010,0.354,1.219
0.37776,2.382,7.942,-0.000,0.000,0.010,0.378,1.219
0.40238,2.462,7.942,0.000,0.000,0.010,0.402,1.219
0.42779,2.541,7.942,0.000,0.000,0.010,0.428,1.219
0.45400,2.621,7.942,-0.000,0.000,0.010,0.454,1.219
0.48100,2.700,7.942,-0.000,0.000,0.010,0.481,1.219
0.50880,2.780,7.942,0.000,0.000,0.010,0.509,1.219
0.53739,2.859,7.942,0.000,0.000,0.010,0.537,1.219
0.56677,2.938,7.942,-0.000,0.000,0.010,0.567,1.219
0.59695,3.018,7.942,0.000,0.000,0.010,0.597,1.219
0.62792,3.097,7.942,-0.000,0.000,0.010,0.628,1.219
0.65969,3.177,7.942,0.000,0.000,0.010,0.660,1.219
0.69225,3.256,7.942,0.000,0.000,0.010,0.692,1.219
0.72560,3.335,7.942,0.000,0.000,0.010,0.726,1.219
0.75975,3.415,7.942,-0.000,0.000,0.010,0.760,1.219
0.79469,3.494,7.942,0.000,0.000,0.010,0.795,1.219
0.83043,3.574,7.942,0.000,0.000,0.010,0.830,1.219
0.86696,3.653,7.942,-0.000,0.000,0.010,0.867,1.219
0.90428,3.733,7.942,0.000,0.000,0.010,0.904,1.219
0.94240,3.812,7.942,-0.000,0.000,0.010,0.942,1.219
0.98132,3.891,7.942,0.000,0.000,0.010,0.981,1.219
1.02102,3.971,7.942,-0.000,0.000,0.010,1.021,1.219
1.06153,4.050,7.942,0.000,0.000,0.010,1.062,1.219
1.10282,4.130,7.942,0.000,0.000,0.010,1.103,1.219
1.14491,4.209,7.942,0.000,0.000,0.010,1.145,1.219
1.18780,4.288,7.942,0.000,0.000,0.010,1.188,1.219
1.23147,4.368,7.942,-0.000,0.000,0.010,1.231,1.219
1.27595,4.447,7.942,0.000,0.000,0.010,1.276,1.219
1.32121,4.527,7.942,0.000,0.000,0.010,1.321,1.219
1.36727,4.606,7.942,0.000,0.000,0.010,1.367,1.219
1.41413,4.685,7.942,-0.000,0.000,0.010,1.414,1.219
1.46178,4.765,7.942,0.000,0.000,0.010,1.462,1.219
1.51022,4.844,7.942,0.000,0.000,0.010,1.510,1.219
1.55946,4.924,7.942,-0.000,0.000,0.010,1.559,1.219
1.60949,5.003,7.942,0.000,0.000,0.010,1.609,1.219
1.66031,5.083,7.942,-0.000,0.000,0.010,1.660,1.219
